Groupe	Nom vernac	Taxon	Coordx	Coordy	Année	famille	Site	Altitude
Gefässpflanzen	Krugpflanze	Sarracenia purpurea L.	2573857	1232295	2018	Sarraceniaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573861	1232287	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573861	1232279	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573862	1232284	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573862	1232280	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573868	1232299	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573864	1232308	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573876	1232300	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573864	1232281	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573868	1232300	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573863	1232308	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573858	1232285	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573852	1232298	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573853	1232284	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573853	1232283	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573854	1232276	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573854	1232277	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573853	1232290	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573861	1232278	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573858	1232295	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573859	1232286	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573859	1232285	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573860	1232278	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573860	1232274	2015	Ericaceae	LV	1014
Gefässpflanzen	Heidelbeere	Vaccinium myrtillus L.	2573860	1232277	2015	Ericaceae	LV	1014
